Degraded,MOS_pred
frankster-20170507-anw_en-0517_plr5_opus.png,0.9939807
wicke-20090314-jtl_rb-18_plr5_opus.png,3.910668
Robin-20071226-fhc_b0010_plr5_evs.png,4.5048223
Q-20150606-gth_a0298_plr5_evs.png,0.95869714
taslack-20090113-vno_ar-23_plr1_opus.png,3.9403727
anonymous-20080318-ymo_a0369_plr5_evs.png,3.3373277
anonymous-20140812-nsb_a0369_plr1_evs.png,4.4855194
anonymous-20110406-xft_b0536_plr5_opus.png,3.4295075
mikemol-20160415-iqt_ar-15_plr1_opus.png,0.76879925
mdm-20080822-gdd_rb-20_plr1_evs.png,3.6761472
susrut-20090104-bns_a0232_plr3_evs.png,3.9302022
ralfherzog-20070903-en2_en2-014_plr3_opus.png,3.9361331
RG-20130311-oty_b0530_plr5_evs.png,1.0704612
akiplaner-20091214-ivd_a0519_plr3_evs.png,4.2152824
pcsnpny-20150205-xyo_b0153_plr3_opus.png,3.7045453
bjb-20120409_vf20-27_plr1_evs.png,3.85274
douglaid-20080206_vf6-35_plr3_evs.png,3.5510838
anonymous-20120712-aae_a0555_plr5_evs.png,4.1981487
mahadev-20140526-iin_a0214_plr3_opus.png,4.144426
anonymous-20100821-bic_b0090_plr1_opus.png,4.2175374
anonymous-20141225-mwa_a0129_plr1_opus.png,4.268877
Aaron-20130527-giy_b0354_plr1_opus.png,3.2183967
culverscruple-20120801-kit_a0517_plr1_opus.png,1.9714376
royerfa-20080307_vf7-17_plr1_evs.png,4.448937
Shakeel-20140926-dun_a0592_plr1_evs.png,3.4450662
bwonderve-20080504-mud_a0522_plr3_evs.png,2.820261
anonymous-20090509-jss_b0251_plr5_evs.png,3.29108
bonzer-20090919-fir_b0512_plr5_opus.png,0.989668
jorje_villafan-20090905-bzk_b0153_plr3_opus.png,0.99797845
anonymous-20140513-ysg_b0197_plr5_evs.png,3.4764419
ralfherzog-20071218-en42_en42-37_plr3_opus.png,3.7562897
tomhannen-20080409_vf9-16_plr1_opus.png,3.5510826
douglaid-20080203_vf3-08_plr3_opus.png,4.115397
alig-20091130-msk_a0259_plr5_opus.png,4.2082677
anonymous-20101207-qap_a0529_plr1_evs.png,3.4440894
sharrington-20081018-uuu_a0438_plr5_opus.png,3.8930676
ralfherzog-20070914-en5_en5-50_plr5_opus.png,3.7146833
anonymous-20100915-nfh_a0215_plr3_evs.png,3.3909514
anonymous-20140806-rnh_b0392_plr3_opus.png,3.7197134
anonymous-20100125-gik_rb-02_plr3_evs.png,3.583999
mfread-10112006-4_a0028_plr1_evs.png,4.716915
anonymous-20100820-orv_a0447_plr5_opus.png,4.433142
pcsnpny-20150321-ohe_a0590_plr1_evs.png,3.9277346
camdixon-20130819-xdf_b0197_plr5_opus.png,4.005157
ralfherzog-20071013-en13_en13-100_plr1_evs.png,4.1134753
neko_nemo-20131221-xdd_rb-04_plr5_opus.png,3.1713405
anonymous-20101207-qap_a0528_plr5_opus.png,4.0389624
robin-20070224-vf6_vf6-23_plr1_evs.png,4.446668
douglaid-20080213_vf8-03_plr3_evs.png,3.6725197
pcsnpny-20150303-yyh_a0248_plr5_opus.png,3.4845784
Marc-20090509-vxw_b0509_plr3_evs.png,3.6526155
bunninmonkey-20150904-xup_b0483_plr1_opus.png,4.401817
NotEvilJoe-20130123-kjm_a0286_plr3_evs.png,4.319408
bjb-20120324_vf16-05_plr5_evs.png,3.9174967
mikethecoach-20111106-vqm_a0136_plr3_opus.png,0.97709244
ralfherzog-20071217-en41_en41-85_plr3_evs.png,3.9729474
ralfherzog-20080203-en51_en51-89_plr5_evs.png,3.70862
rfreed-20131012-pfo_b0112_plr5_opus.png,2.8754766
tsmock-20120719-ids_a0101_plr3_opus.png,4.0892167
anonymous-20100216-kaa_a0123_plr3_opus.png,4.390085
tsmock-20120704-aie_a0097_plr3_evs.png,4.3741655
ralfherzog-20080317-en63_en63-07_plr3_evs.png,4.102218
farmerjack-20080915-nhr_b0176_plr1_evs.png,3.659248
anonymous-20100206-bhr_b0105_plr1_opus.png,3.9521575
schultetwin1-20100709-olv_a0294_plr1_opus.png,4.3382926
anonymous-20120805-ape_a0425_plr3_opus.png,2.3060496
anonymous-20131221-xck_ar-24_plr3_evs.png,4.3165703
anonymous-20100204-yqf_a0008_plr3_opus.png,4.336356
ralfherzog-20071028-en15_en15-007_plr5_evs.png,4.3375173
ralfherzog-20071013-en13_en13-102_plr5_evs.png,3.2059667
joel-20110310-sjc_b0372_plr5_opus.png,4.1404953
